Angle(deg),Range(m),Intensity
-24,0.367,800
-25,0,0
-26,0.374,700
-27,0,0
-28,0.385,800
-29,0,0
-30,0,0
-31,0,0
-32,0.436,1000
-33,0.439,900
-34,0,0
-35,0.443,800
-36,0.445,800
-37,0,0
-38,0,0
-39,0.491,800
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0.175,6000
32,0.173,6300
31,0.173,7700
30,0.179,7700
29,0.179,7700
28,0.192,7100
27,0,0
26,0,0
25,0,0
24,0.192,5500
23,0.195,6400
22,0.197,7200
21,0.2,8200
20,0.205,7700
19,0.209,4900
18,0.211,5000
17,0.217,6000
16,0,6800
15,0,6700
14,0,2100
13,0,0
12,0,8300
11,0,8700
10,0,8600
9,0,8500
8,0,8300
7,0,8200
6,0,8100
5,0.247,10000
4,0.246,10100
3,0.249,10600
2,0.252,11500
0.999998,0.254,12200
0,0.259,12200
-1,0.261,12700
-2,0.251,13600
-3,0.246,10300
-4,0.234,7300
-5,0.222,4400
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0.135,9200
-17,0.133,6800
-18,0,0
-19,0,0
-20,0.351,1000
-21,0,0
-22,0,0
-23,0,0
-24,0.363,700
-25,0,0
-26,0.37,1000
-27,0.377,900
-28,0.381,800
-29,0,0
-30,0,0
-31,0,0
-32,0.429,800
-33,0.435,1100
-34,0.436,1000
-35,0.437,800
-36,0.449,800
-37,0,0
-38,0.486,900
-39,0.493,700
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0.178,7000
31,0.178,7000
30,0,0
29,0,0
28,0,0
27,0,0
26,0,0
25,0,0
24,0.194,6900
23,0.199,7700
22,0.203,8200
21,0.206,7800
20,0.211,5100
19,0.214,4000
18,0.217,5400
17,0.223,6300
16,0,6800
15,0,6300
14,0,0
13,0,0
12,0,8400
11,0,8700
10,0,8500
9,0,8500
8,0,8300
7,0,8200
6,0,6700
5,0.251,9800
4,0.25,10000
3,0.253,10700
2,0.255,11800
0.999998,0.257,11700
0,0.266,10600
-1,0.255,13400
-2,0.248,9200
-3,0.24,8300
-4,0.226,4000
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0.136,9000
-15,0.135,7700
-16,0.138,3800
-17,0,0
-18,0,0
-19,0,0
-20,0,0
-21,0.353,1000
-22,0.356,700
-23,0,0
-24,0.363,900
-25,0,0
-26,0.369,1000
-27,0.374,900
-28,0,0
-29,0,0
-30,0.412,1200
-31,0.417,1000
-32,0.424,700
-33,0,0
-34,0.433,1100
-35,0.437,800
-36,0.453,900
-37,0,0
-38,0.485,1000
-39,0.496,600
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0.183,6000
31,0,0
30,0,0
29,0,0
28,0.198,5800
27,0.192,6700
26,0.194,7100
25,0.197,7500
24,0.201,7600
23,0.205,6700
22,0.209,6100
21,0.21,6300
20,0.215,5400
19,0.219,4400
18,0.223,5800
17,0.228,6200
16,0,6900
15,0,6700
14,0,0
13,0,0
12,0,8300
11,0,8700
10,0,8500
9,0,8500
8,0,8300
7,0,8200
6,0,3100
5,0.254,9300
4,0.253,10000
3,0.256,11000
2,0.258,11800
0.999998,0.266,11000
0,0.261,11300
-1,0.251,9400
-2,0.247,9000
-3,0.231,3900
-4,0,0
-5,0,0
-6,0,0
-7,0.192,4700
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0.315,1900
-17,0,0
-18,0,0
-19,0,0
-20,0,0
-21,0.35,1200
-22,0.353,1000
-23,0.354,1200
-24,0.363,900
-25,0,0
-26,0.369,1100
-27,0.372,900
-28,0,0
-29,0,0
-30,0.409,1400
-31,0.412,1400
-32,0.416,600
-33,0,0
-34,0.432,1100
-35,0.445,900
-36,0,0
-37,0,0
-38,0.485,800
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0.186,5600
31,0.184,5700
30,0.188,5200
29,0.189,5900
28,0.201,5800
27,0.196,5300
26,0.198,5200
25,0.201,5500
24,0.204,6000
23,0.208,6400
22,0.211,6600
21,0.212,6800
20,0.216,6200
19,0.22,4600
18,0.226,6100
17,0.231,6100
16,0,6900
15,0,6700
14,0,3100
13,0,0
12,0,8300
11,0,8700
10,0,8600
9,0,8500
8,0,8300
7,0,8200
6,0.253,9300
5,0.256,9500
4,0.256,10100
3,0.259,11100
2,0.261,11100
0.999998,0.269,9200
0,0.259,11300
-1,0.251,8000
-2,0.242,6900
-3,0.227,3100
-4,0,0
-5,0,0
-6,0.197,4700
-7,0.193,4300
-8,0.171,5500
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0,0
-17,0,0
-18,0,0
-19,0,0
-20,0,0
-21,0.348,1400
-22,0.35,1300
-23,0.353,1200
-24,0.363,900
-25,0,0
-26,0.367,1200
-27,0.37,1000
-28,0,0
-29,0,0
-30,0.408,1600
-31,0.412,1400
-32,0.413,1200
-33,0.429,1300
-34,0.432,1000
-35,0,0
-36,0,0
-37,0,0
-38,0.487,900
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0.19,6400
31,0.189,5700
30,0.193,5100
29,0.194,5600
28,0.206,5900
27,0.199,6200
26,0.201,6100
25,0.205,6400
24,0.208,6400
23,0.211,6700
22,0.215,7200
21,0.216,7000
20,0.22,6000
19,0.226,5200
18,0.231,6100
17,0.235,5900
16,0,7000
15,0,6700
14,0,3100
13,0,0
12,0,8300
11,0,8700
10,0,8600
9,0,8500
8,0,8300
7,0,8100
6,0.257,9200
5,0.261,9400
4,0.261,10200
3,0.263,11400
2,0.27,10600
0.999998,0.266,9500
0,0.256,8800
-1,0.251,6600
-2,0,0
-3,0,0
-4,0,0
-5,0.2,4000
-6,0.194,3400
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0,0
-17,0,0
-18,0,0
-19,0,0
-20,0,0
-21,0.349,1900
-22,0.35,1100
-23,0.354,1300
-24,0.365,1100
-25,0.368,1400
-26,0.367,1200
-27,0.369,1000
-28,0.384,800
-29,0,0
-30,0.408,1500
-31,0.413,1500
-32,0.416,1000
-33,0.43,1300
-34,0.443,1100
-35,0.45,900
-36,0.486,700
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0.2,6000
32,0.199,5900
31,0.197,5600
30,0.202,5500
29,0.203,6100
28,0.214,6100
27,0.208,6400
26,0.21,6500
25,0.213,6700
24,0.216,6700
23,0.219,6900
22,0.222,7300
21,0.223,6800
20,0.228,5800
19,0.236,6100
18,0.239,6600
17,0.243,5700
16,0,6800
15,0,6300
14,0,0
13,0,0
12,0,8400
11,0,8700
10,0,8500
9,0,8500
8,0,8300
7,0,7600
6,0.263,9100
5,0.267,9600
4,0.266,10700
3,0.27,10500
2,0.275,7300
0.999998,0.266,9300
0,0.256,6100
-1,0,0
-2,0,0
-3,0,0
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0,0
-17,0,0
-18,0.342,2100
-19,0,0
-20,0.348,2200
-21,0.35,2200
-22,0.351,1200
-23,0.355,1400
-24,0.366,1200
-25,0.368,1400
-26,0.365,1200
-27,0.374,1200
-28,0.382,900
-29,0,0
-30,0.411,1500
-31,0.415,1600
-32,0.418,900
-33,0.43,1200
-34,0.447,1000
-35,0.453,1000
-36,0.488,1000
-37,0.487,900
-38,0.511,600
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0.209,5800
32,0.208,5400
31,0.207,5200
30,0.213,5600
29,0.213,5900
28,0.224,6000
27,0.217,6100
26,0.22,6100
25,0.223,6300
24,0.225,6500
23,0.228,6800
22,0.231,6800
21,0.233,6200
20,0.241,5800
19,0.245,6500
18,0.248,5700
17,0.252,5500
16,0,0
15,0,0
14,0,0
13,0.261,6200
12,0,7300
11,0,8700
10,0,8600
9,0,8500
8,0,8300
7,0,0
6,0.27,9000
5,0.273,10000
4,0.274,10400
3,0.282,8500
2,0.272,8300
0.999998,0.263,6400
0,0.254,5100
-1,0,0
-2,0,0
-3,0.208,3100
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0.337,3000
-17,0.341,2400
-18,0.349,2400
-19,0,0
-20,0.352,3400
-21,0.351,2100
-22,0.354,1100
-23,0.36,1400
-24,0.366,1500
-25,0.366,1200
-26,0.373,1500
-27,0.378,1500
-28,0,0
-29,0,0
-30,0.416,2100
-31,0.417,1400
-32,0.425,1100
-33,0,0
-34,0,0
-35,0.459,1000
-36,0.487,1000
-37,0.489,800
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0.219,5900
32,0.217,5500
31,0.218,4100
30,0.224,4700
29,0.225,5000
28,0.236,5000
27,0.229,5100
26,0.232,5400
25,0.234,5600
24,0.237,6000
23,0.24,6300
22,0.243,5700
21,0.246,5200
20,0.253,6300
19,0.256,5600
18,0.26,5000
17,0.264,5200
16,0,0
15,0,0
14,0.27,6500
13,0.269,6600
12,0,4600
11,0,8700
10,0,8500
9,0,8500
8,0,8300
7,0.274,8300
6,0.279,9200
5,0.282,9800
4,0.288,8900
3,0.279,8200
2,0.27,5900
0.999998,0.259,4800
0,0,0
-1,0,0
-2,0.208,3100
-3,0,0
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0.336,3400
-15,0.34,3100
-16,0.346,2800
-17,0.351,2400
-18,0.353,2500
-19,0.356,3100
-20,0.354,2900
-21,0.355,1200
-22,0.361,1400
-23,0.366,2000
-24,0.366,1400
-25,0.376,1400
-26,0.378,1700
-27,0.38,800
-28,0.407,1300
-29,0.413,1200
-30,0.417,1800
-31,0.42,1200
-32,0.43,1200
-33,0.449,1200
-34,0.456,1200
-35,0.482,1000
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0.235,5500
29,0.236,5700
28,0.248,5100
27,0.243,4000
26,0.245,4500
25,0.247,5000
24,0.25,5300
23,0.254,4800
22,0.258,4300
21,0.261,5800
20,0.267,6000
19,0.269,5100
18,0.274,4800
17,0.275,5800
16,0,0
15,0.277,6700
14,0,0
13,0,0
12,0,3000
11,0,8700
10,0,8500
9,0,7400
8,0,6500
7,0.284,8500
6,0.288,9400
5,0.296,8600
4,0.288,8200
3,0.276,6000
2,0,0
0.999998,0,0
0,0,0
-1,0,0
-2,0,0
-3,0,0
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0.154,4000
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0.339,3300
-14,0.344,3000
-15,0.349,2700
-16,0.355,2500
-17,0.355,2600
-18,0.357,2900
-19,0.357,2400
-20,0.355,1200
-21,0.362,1300
-22,0.37,2000
-23,0.365,2000
-24,0.375,1500
-25,0.381,1900
-26,0.378,1000
-27,0.404,900
-28,0.407,1000
-29,0.418,2000
-30,0.418,1600
-31,0.426,1200
-32,0.434,900
-33,0,0
-34,0.461,1100
-35,0.487,1100
-36,0.486,900
-37,0.521,700
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0.242,4700
30,0.247,5300
29,0.248,5400
28,0.26,4600
27,0.254,4000
26,0.256,4300
25,0.259,4900
24,0.262,4800
23,0.266,4000
22,0.27,5100
21,0.274,6100
20,0.279,5500
19,0.282,4800
18,0.283,5100
17,0.285,5600
16,0,0
15,0,0
14,0,0
13,0.286,6300
12,0,2700
11,0,8500
10,0,5600
9,0,2900
8,0,0
7,0.293,8500
6,0.164,25500
5,0.298,7500
4,0.284,5200
3,0,0
2,0,0
0.999998,0,0
0,0.205,5100
-1,0,0
-2,0,0
-3,0,0
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0.34,3300
-12,0.344,3400
-13,0.346,3200
-14,0.351,2800
-15,0.356,2700
-16,0.359,3000
-17,0.358,2300
-18,0.359,2900
-19,0.357,1600
-20,0.36,1300
-21,0.369,1700
-22,0.367,2200
-23,0.372,2200
-24,0.38,2300
-25,0.378,1600
-26,0.393,800
-27,0,0
-28,0.419,1200
-29,0.418,1700
-30,0.419,1400
-31,0.429,1300
-32,0.449,1200
-33,0.456,1200
-34,0.464,900
-35,0,0
-36,0.488,700
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0.25,4800
30,0.256,5100
29,0.259,3700
28,0.269,3500
27,0.263,4000
26,0.265,4500
25,0.267,4800
24,0.271,4200
23,0.276,4300
22,0.28,5600
21,0.283,5800
20,0.288,5500
19,0.29,4600
18,0.29,5200
17,0.292,5200
16,0,0
15,0,0
14,0.294,6100
13,0.293,6000
12,0,2300
11,0,6400
10,0,3000
9,0,0
8,0.299,7800
7,0.3,7200
6,0.308,6100
5,0.292,5000
4,0,0
3,0,0
2,0,0
0.999998,0,0
0,0,0
-1,0,0
-2,0,0
-3,0,0
-4,0.168,3600
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0.341,3400
-11,0.344,3400
-12,0.349,3200
-13,0.351,3200
-14,0.356,2800
-15,0.361,3200
-16,0.36,2300
-17,0.359,3700
-18,0.357,2400
-19,0.359,1300
-20,0.363,1400
-21,0.367,2400
-22,0.368,1600
-23,0.377,2600
-24,0.375,2000
-25,0.386,1300
-26,0.396,800
-27,0.407,1000
-28,0.419,1600
-29,0.417,1600
-30,0.421,1300
-31,0.43,1100
-32,0.452,1300
-33,0.456,1200
-34,0.483,1200
-35,0.482,1100
-36,0.511,700
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0.253,4800
34,0.254,4700
33,0,0
32,0,0
31,0,0
30,0,0
29,0,0
28,0,0
27,0.267,4900
26,0.271,5300
25,0.273,5100
24,0.278,4300
23,0,0
22,0.286,5500
21,0.288,5300
20,0.293,5700
19,0.293,5400
18,0.296,5100
17,0.298,5400
16,0.296,5900
15,0.297,6200
14,0.298,6000
13,0.297,6000
12,0,0
11,0,4900
10,0,2000
9,1.183,1500
8,0.306,8200
7,0.309,7500
6,0.3,6600
5,0.287,3600
4,0,0
3,0,0
2,0,0
0.999998,0.179,8200
0,0,0
-1,0,0
-2,0.324,4000
-3,0.319,2600
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0.34,3100
-10,0.343,3400
-11,0.347,3200
-12,0.352,2900
-13,0.354,2700
-14,0,0
-15,0.361,2900
-16,0.361,2700
-17,0.359,2900
-18,0.357,1600
-19,0.364,1400
-20,0.368,1600
-21,0.366,2000
-22,0.377,2700
-23,0.376,2700
-24,0.376,1700
-25,0.391,1100
-26,0.401,1200
-27,0.416,1100
-28,0.418,1500
-29,0.417,1500
-30,0.423,1100
-31,0.445,1100
-32,0,0
-33,0.456,1100
-34,0.484,1200
-35,0.48,1000
-36,0.513,800
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0.256,4200
35,0.258,4100
34,0.258,4200
33,0.263,4300
32,0.264,4400
31,0.265,4400
30,0.271,4600
29,0.273,4700
28,0.283,5200
27,0.277,5700
26,0.281,5600
25,0.287,5900
24,0.289,6600
23,0.29,5700
22,0.294,6400
21,0.297,6600
20,0.3,6500
19,0.3,5700
18,0.301,5300
17,0.302,5800
16,0.299,6200
15,0.299,6200
14,0.302,5900
13,0.3,5500
12,0,0
11,0,4400
10,0,0
9,0.308,6400
8,0.311,5300
7,0.31,7500
6,0.298,6300
5,0,0
4,0,0
3,0.18,6100
2,0.181,5600
0.999998,0.152,8700
0,0.161,8200
-1,0.322,3300
-2,0.325,5000
-3,0.328,3900
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0.341,2900
-10,0.345,2800
-11,0.349,2200
-12,0,0
-13,0,0
-14,0,0
-15,0.361,2400
-16,0.361,2800
-17,0.357,1600
-18,0.362,1300
-19,0.369,1300
-20,0.368,2000
-21,0.367,1600
-22,0.379,3100
-23,0.375,2800
-24,0.382,1200
-25,0,0
-26,0,0
-27,0.416,1400
-28,0.416,1400
-29,0.417,1300
-30,0.426,1400
-31,0.447,1300
-32,0.45,1300
-33,0.457,900
-34,0.48,1200
-35,0.48,1000
-36,0.513,800
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0.259,4300
33,0.264,3900
32,0.265,3800
31,0,0
30,0.272,3900
29,0.274,3900
28,0.285,4000
27,0.279,3800
26,0,0
25,0,0
24,0.292,5700
23,0.295,6400
22,0.299,7200
21,0.299,6900
20,0.301,6400
19,0.3,5400
18,0.297,4700
17,0.297,4900
16,0.293,5500
15,0.293,5400
14,0.294,5400
13,0.292,5500
12,0.294,5400
11,0.298,5200
10,0.152,25500
9,0.165,25500
8,0.296,4900
7,0.284,4600
6,0.279,4200
5,0.193,2000
4,0,0
3,0,0
2,0,0
0.999998,0,0
0,0.193,21800
-1,0.203,23000
-2,0.329,4600
-3,0.166,5200
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0.344,2000
-9,0,0
-10,0,0
-11,0.36,800
-12,0,0
-13,0,0
-14,0.364,1800
-15,0.364,2100
-16,0.362,1400
-17,0.364,1300
-18,0.37,1300
-19,0.373,2000
-20,0.367,1500
-21,0.374,2000
-22,0.379,2200
-23,0.376,1700
-24,0.395,800
-25,0,0
-26,0.413,1100
-27,0.414,1500
-28,0.415,1300
-29,0.419,1200
-30,0.427,1100
-31,0.447,1300
-32,0.449,1200
-33,0.47,900
-34,0,0
-35,0.482,700
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0.281,3700
29,0.283,4000
28,0.292,4500
27,0.286,4600
26,0.29,4800
25,0.294,5200
24,0.295,5600
23,0.298,6100
22,0.3,6100
21,0.301,6300
20,0.301,6000
19,0.297,5300
18,0.296,5100
17,0.296,5400
16,0.291,5800
15,0.291,6100
14,0.293,5900
13,0.292,5000
12,0.151,25500
11,0.157,25500
10,0.161,25500
9,0.152,25400
8,0.285,4800
7,0.273,5100
6,0,0
5,0,0
4,0,0
3,0,0
2,0,0
0.999998,0,0
0,0.198,23300
-1,0.201,21800
-2,0.333,3000
-3,0.166,5000
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0.369,1400
-14,0.367,1400
-15,0.366,1300
-16,0.368,1200
-17,0.371,1100
-18,0.375,2300
-19,0.373,1600
-20,0.368,1300
-21,0.377,1800
-22,0.378,1500
